DMA,DMA_code,Assignments,Assignment_Rank,Mushroom_Coffee,Luwak_Coffee,Kopi_Luwak,Functional_Food,Beta_Glucan,Health_Supplement,dma_rank, dma_tv_home ,dem_rank,zipcode, return_cnt , elderly_cnt , single_cnt , married_joint_cnt , head_household_cnt ,elerly_perc,single_perc,married_joint_perc,head_household_perc,return_perc, wage_per_capita , total_agi_per_capita , total_tax_per_capita , single_cnt_100K , married_joint_100K , head_household_100K , elderly_cnt_100K , return_cnt_100K ,elerly_perc_100K,100K_given_elerly_perc,100K_given_single_perc,100K_given_married_joint_perc,100K_given_head_household_perc,return_perc_100K, wage_per_capita_100K , total_agi_per_capita_100K , total_tax_per_capita_100K 
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85255," 22,460 "," 8,960 "," 10,210 "," 10,660 "," 1,220 ",39.9%,45.5%,47.5%,5.4%,100.0%," 86,688 "," 184,353 "," 187,204 "," 2,320 "," 8,460 ", 560 ," 5,150 "," 11,470 ",44.9%,57.5%,22.7%,79.4%,45.9%,51.1%," 204,434 "," 454,584 "," 460,484 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22207," 14,790 "," 4,320 "," 6,510 "," 7,280 ", 710 ,29.2%,44.0%,49.2%,4.8%,100.0%," 95,005 "," 170,651 "," 174,176 "," 1,460 "," 6,580 ", 390 ," 2,800 "," 8,560 ",32.7%,64.8%,22.4%,90.4%,54.9%,57.9%," 219,333 "," 413,855 "," 422,655 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75219," 17,340 "," 2,950 "," 13,280 "," 2,790 ", 900 ,17.0%,76.6%,16.1%,5.2%,100.0%," 107,398 "," 240,574 "," 242,410 "," 2,970 "," 1,800 ", 140 ," 1,320 "," 5,000 ",26.4%,44.7%,22.4%,64.5%,15.6%,28.8%," 237,752 "," 622,694 "," 626,930 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75201," 10,440 ", 960 ," 8,190 "," 1,500 ", 580 ,9.2%,78.4%,14.4%,5.6%,100.0%," 161,791 "," 332,187 "," 334,597 "," 1,820 "," 1,180 ", 120 , 640 ," 3,180 ",20.1%,66.7%,22.2%,78.7%,20.7%,30.5%," 394,446 "," 897,145 "," 903,196 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02462, 680 , 230 , 320 , 310 , 40 ,33.8%,47.1%,45.6%,5.9%,100.0%," 83,164 "," 134,684 "," 136,418 ", 70 , 250 , 40 , 120 , 340 ,35.3%,52.2%,21.9%,80.6%,100.0%,50.0%," 185,059 "," 301,504 "," 305,667 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02493," 5,190 "," 1,690 "," 2,260 "," 2,620 ", 190 ,32.6%,43.5%,50.5%,3.7%,100.0%," 141,540 "," 399,286 "," 404,184 ", 490 ," 2,360 ", 110 ," 1,170 "," 3,020 ",38.7%,69.2%,21.7%,90.1%,57.9%,58.2%," 365,256 "," 1,100,958 "," 1,112,880 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02467," 7,680 "," 2,790 "," 3,740 "," 3,300 ", 430 ,36.3%,48.7%,43.0%,5.6%,100.0%," 104,329 "," 263,045 "," 265,937 ", 810 ," 2,740 ", 150 ," 1,640 "," 3,770 ",43.5%,58.8%,21.7%,83.0%,34.9%,49.1%," 251,914 "," 691,266 "," 698,309 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02140," 11,190 "," 2,170 "," 7,260 "," 2,910 ", 760 ,19.4%,64.9%,26.0%,6.8%,100.0%," 94,990 "," 135,282 "," 137,063 "," 1,570 "," 1,980 ", 130 , 860 ," 3,740 ",23.0%,39.6%,21.6%,68.0%,17.1%,33.4%," 205,319 "," 306,659 "," 310,499 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,33432," 11,720 "," 4,370 "," 6,730 "," 3,670 "," 1,010 ",37.3%,57.4%,31.3%,8.6%,100.0%," 92,700 "," 355,564 "," 358,798 "," 1,430 "," 2,510 ", 190 ," 2,240 "," 4,230 ",53.0%,51.3%,21.2%,68.4%,18.8%,36.1%," 216,798 "," 968,445 "," 975,858 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22124," 8,620 "," 2,670 "," 3,630 "," 4,390 ", 430 ,31.0%,42.1%,50.9%,5.0%,100.0%," 92,986 "," 155,581 "," 158,109 ", 770 ," 3,770 ", 200 ," 1,710 "," 4,800 ",35.6%,64.0%,21.2%,85.9%,46.5%,55.7%," 209,677 "," 368,732 "," 374,307 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22182," 12,730 "," 3,590 "," 5,430 "," 6,420 ", 570 ,28.2%,42.7%,50.4%,4.5%,100.0%," 91,686 "," 161,715 "," 164,141 "," 1,150 "," 5,480 ", 270 ," 2,300 "," 7,060 ",32.6%,64.1%,21.2%,85.4%,47.4%,55.5%," 202,543 "," 387,017 "," 392,495 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20854," 22,800 "," 8,480 "," 8,580 "," 12,530 ", 990 ,37.2%,37.6%,55.0%,4.3%,100.0%," 85,324 "," 190,426 "," 193,993 "," 1,810 "," 10,850 ", 490 ," 5,890 "," 13,490 ",43.7%,69.5%,21.1%,86.6%,49.5%,59.2%," 195,996 "," 473,764 "," 481,765 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,33487," 10,580 "," 4,190 "," 5,570 "," 3,910 ", 790 ,39.6%,52.6%,37.0%,7.5%,100.0%," 72,999 "," 207,608 "," 210,045 "," 1,170 "," 2,520 ", 160 ," 1,940 "," 3,960 ",49.0%,46.3%,21.0%,64.5%,20.3%,37.4%," 159,241 "," 524,470 "," 529,881 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22205," 8,250 "," 2,230 "," 3,570 "," 4,020 ", 460 ,27.0%,43.3%,48.7%,5.6%,100.0%," 86,062 "," 126,568 "," 128,669 ", 740 ," 3,550 ", 220 ," 1,310 "," 4,610 ",28.4%,58.7%,20.7%,88.3%,47.8%,55.9%," 191,640 "," 281,737 "," 286,328 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75204," 19,910 "," 1,400 "," 15,720 "," 2,490 "," 1,330 ",7.0%,79.0%,12.5%,6.7%,100.0%," 108,989 "," 147,942 "," 149,498 "," 3,250 "," 1,590 ", 140 , 520 ," 5,100 ",10.2%,37.1%,20.7%,63.9%,10.5%,25.6%," 236,936 "," 344,615 "," 348,208 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02482," 4,960 "," 1,620 "," 2,180 "," 2,470 ", 220 ,32.7%,44.0%,49.8%,4.4%,100.0%," 119,948 "," 225,585 "," 228,246 ", 450 ," 2,180 ", 110 ," 1,000 "," 2,780 ",36.0%,61.7%,20.6%,88.3%,50.0%,56.0%," 303,131 "," 579,383 "," 585,076 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02446," 13,890 "," 3,430 "," 8,780 "," 4,200 ", 560 ,24.7%,63.2%,30.2%,4.0%,100.0%," 100,527 "," 159,089 "," 161,128 "," 1,810 "," 3,430 ", 240 ," 1,760 "," 5,600 ",31.4%,51.3%,20.6%,81.7%,42.9%,40.3%," 226,659 "," 378,544 "," 383,083 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22066," 8,450 "," 2,770 "," 3,210 "," 4,760 ", 310 ,32.8%,38.0%,56.3%,3.7%,100.0%," 102,696 "," 202,145 "," 205,721 ", 660 ," 4,240 ", 170 ," 1,970 "," 5,170 ",38.1%,71.1%,20.6%,89.1%,54.8%,61.2%," 243,816 "," 509,247 "," 517,676 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22181," 6,990 "," 1,950 "," 2,970 "," 3,470 ", 380 ,27.9%,42.5%,49.6%,5.4%,100.0%," 87,858 "," 143,693 "," 145,895 ", 610 ," 2,920 ", 160 ," 1,240 "," 3,760 ",33.0%,63.6%,20.5%,84.1%,42.1%,53.8%," 192,416 "," 332,587 "," 337,508 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20852," 24,140 "," 6,340 "," 13,680 "," 7,680 "," 1,860 ",26.3%,56.7%,31.8%,7.7%,100.0%," 82,520 "," 129,851 "," 131,886 "," 2,800 "," 5,160 ", 450 ," 3,020 "," 8,680 ",34.8%,47.6%,20.5%,67.2%,24.2%,36.0%," 171,276 "," 290,841 "," 295,435 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22046," 8,640 "," 2,380 "," 4,120 "," 3,780 ", 560 ,27.5%,47.7%,43.8%,6.5%,100.0%," 88,191 "," 134,549 "," 136,727 ", 840 ," 3,110 ", 200 ," 1,310 "," 4,210 ",31.1%,55.0%,20.4%,82.3%,35.7%,48.7%," 192,288 "," 305,391 "," 310,357 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20002," 36,430 "," 4,020 "," 25,110 "," 5,790 "," 4,360 ",11.0%,68.9%,15.9%,12.0%,100.0%," 97,321 "," 118,387 "," 119,841 "," 5,100 "," 4,610 ", 420 , 960 ," 10,570 ",9.1%,23.9%,20.3%,79.6%,9.6%,29.0%," 204,109 "," 256,109 "," 259,376 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20191," 15,750 "," 3,860 "," 8,330 "," 5,600 "," 1,440 ",24.5%,52.9%,35.6%,9.1%,100.0%," 82,520 "," 116,249 "," 117,769 "," 1,690 "," 4,120 ", 300 ," 1,940 "," 6,210 ",31.2%,50.3%,20.3%,73.6%,20.8%,39.4%," 171,931 "," 250,200 "," 253,450 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01742," 8,960 "," 3,450 "," 4,060 "," 4,350 ", 380 ,38.5%,45.3%,48.5%,4.2%,100.0%," 96,123 "," 210,077 "," 212,881 ", 820 ," 3,750 ", 180 ," 2,020 "," 4,810 ",42.0%,58.6%,20.2%,86.2%,47.4%,53.7%," 237,542 "," 532,464 "," 538,344 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02459," 8,660 "," 3,000 "," 3,720 "," 4,370 ", 380 ,34.6%,43.0%,50.5%,4.4%,100.0%," 100,957 "," 190,722 "," 194,137 ", 750 ," 3,750 ", 190 ," 1,900 "," 4,770 ",39.8%,63.3%,20.2%,85.8%,50.0%,55.1%," 243,032 "," 474,186 "," 481,844 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,33496," 12,730 "," 6,000 "," 5,920 "," 5,630 ", 850 ,47.1%,46.5%,44.2%,6.7%,100.0%," 73,010 "," 264,998 "," 267,764 "," 1,190 "," 3,820 ", 210 ," 2,960 "," 5,330 ",55.5%,49.3%,20.1%,67.9%,24.7%,41.9%," 166,346 "," 696,580 "," 702,965 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20645, 420 , 120 , 150 , 220 , 40 ,28.6%,35.7%,52.4%,9.5%,100.0%," 66,548 "," 106,225 "," 107,989 ", 30 , 160 , -   , 70 , 210 ,33.3%,58.3%,20.0%,72.7%,0.0%,50.0%," 138,693 "," 220,253 "," 224,498 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20670, 420 , 40 , 150 , 230 , 40 ,9.5%,35.7%,54.8%,9.5%,100.0%," 62,640 "," 71,518 "," 71,865 ", 30 , 70 , -   , 40 , 110 ,36.4%,100.0%,20.0%,30.4%,0.0%,26.2%," 123,127 "," 152,555 "," 153,636 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01718, 340 , 120 , 150 , 150 , 30 ,35.3%,44.1%,44.1%,8.8%,100.0%," 79,241 "," 103,923 "," 105,618 ", 30 , 110 , -   , 50 , 150 ,33.3%,41.7%,20.0%,73.3%,0.0%,44.1%," 166,720 "," 210,110 "," 213,370 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02113," 4,120 ", 430 ," 3,590 ", 390 , 70 ,10.4%,87.1%,9.5%,1.7%,100.0%," 95,509 "," 126,113 "," 127,657 ", 710 , 290 , -   , 120 ," 1,030 ",11.7%,27.9%,19.8%,74.4%,0.0%,25.0%," 199,031 "," 278,367 "," 281,923 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02466," 3,430 "," 1,100 "," 1,720 "," 1,460 ", 190 ,32.1%,50.1%,42.6%,5.5%,100.0%," 96,849 "," 150,324 "," 152,836 ", 340 ," 1,150 ", 60 , 560 ," 1,570 ",35.7%,50.9%,19.8%,78.8%,31.6%,45.8%," 223,121 "," 352,042 "," 357,619 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01741," 2,540 ", 920 ," 1,020 "," 1,400 ", 90 ,36.2%,40.2%,55.1%,3.5%,100.0%," 91,365 "," 170,750 "," 173,136 ", 200 ," 1,250 ", 60 , 610 ," 1,520 ",40.1%,66.3%,19.6%,89.3%,66.7%,59.8%," 221,991 "," 416,320 "," 421,348 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22180," 12,700 "," 3,120 "," 6,140 "," 5,530 ", 710 ,24.6%,48.3%,43.5%,5.6%,100.0%," 95,450 "," 135,220 "," 137,284 "," 1,200 "," 4,470 ", 220 ," 1,690 "," 6,000 ",28.2%,54.2%,19.5%,80.8%,31.0%,47.2%," 211,520 "," 307,539 "," 312,213 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20006, 440 , 70 , 360 , 50 , -   ,15.9%,81.8%,11.4%,0.0%,100.0%," 79,801 "," 230,947 "," 234,587 ", 70 , 30 , -   , 20 , 120 ,16.7%,28.6%,19.4%,60.0%,,27.3%," 159,542 "," 599,858 "," 609,558 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85258," 13,220 "," 5,930 "," 7,170 "," 5,130 ", 700 ,44.9%,54.2%,38.8%,5.3%,100.0%," 74,025 "," 146,936 "," 149,273 "," 1,390 "," 3,570 ", 240 ," 2,530 "," 5,260 ",48.1%,42.7%,19.4%,69.6%,34.3%,39.8%," 167,811 "," 342,015 "," 346,938 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02421," 8,430 "," 2,690 "," 3,310 "," 4,590 ", 410 ,31.9%,39.3%,54.4%,4.9%,100.0%," 101,907 "," 171,078 "," 173,349 ", 640 ," 3,990 ", 180 ," 1,680 "," 4,880 ",34.4%,62.5%,19.3%,86.9%,43.9%,57.9%," 246,747 "," 415,498 "," 420,242 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20144, 510 , 190 , 260 , 230 , 20 ,37.3%,51.0%,45.1%,3.9%,100.0%," 80,446 "," 172,006 "," 175,363 ", 50 , 170 , -   , 120 , 220 ,54.5%,63.2%,19.2%,73.9%,0.0%,43.1%," 176,046 "," 413,190 "," 422,031 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02468," 2,710 ", 930 ," 1,040 "," 1,530 ", 90 ,34.3%,38.4%,56.5%,3.3%,100.0%," 101,315 "," 195,376 "," 198,983 ", 200 ," 1,400 ", 50 , 700 ," 1,680 ",41.7%,75.3%,19.2%,91.5%,55.6%,62.0%," 250,606 "," 488,546 "," 496,704 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20895," 9,460 "," 2,960 "," 4,370 "," 4,190 ", 590 ,31.3%,46.2%,44.3%,6.2%,100.0%," 84,702 "," 126,316 "," 128,489 ", 840 ," 3,430 ", 210 ," 1,520 "," 4,600 ",33.0%,51.4%,19.2%,81.9%,35.6%,48.6%," 188,496 "," 280,456 "," 284,932 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02139," 18,240 "," 2,760 "," 13,170 "," 3,520 "," 1,130 ",15.1%,72.2%,19.3%,6.2%,100.0%," 100,967 "," 136,800 "," 138,367 "," 2,520 "," 2,480 ", 140 , 970 ," 5,270 ",18.4%,35.1%,19.1%,70.5%,12.4%,28.9%," 220,789 "," 311,209 "," 314,644 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22310," 15,350 "," 3,570 "," 7,960 "," 5,630 "," 1,210 ",23.3%,51.9%,36.7%,7.9%,100.0%," 82,725 "," 110,910 "," 112,092 "," 1,520 "," 3,840 ", 290 ," 1,530 "," 5,810 ",26.3%,42.9%,19.1%,68.2%,24.0%,37.9%," 171,324 "," 234,021 "," 236,433 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22303," 9,030 "," 1,650 "," 5,710 "," 2,220 ", 780 ,18.3%,63.2%,24.6%,8.6%,100.0%," 78,557 "," 106,064 "," 107,257 "," 1,090 "," 1,240 ", 120 , 650 ," 2,520 ",25.8%,39.4%,19.1%,55.9%,15.4%,27.9%," 153,750 "," 219,215 "," 221,714 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02474," 14,270 "," 3,910 "," 7,560 "," 5,670 ", 750 ,27.4%,53.0%,39.7%,5.3%,100.0%," 91,319 "," 122,927 "," 124,439 "," 1,440 "," 4,410 ", 240 ," 1,460 "," 6,170 ",23.7%,37.3%,19.0%,77.8%,32.0%,43.2%," 204,232 "," 269,589 "," 272,530 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01778," 6,810 "," 2,300 "," 2,800 "," 3,580 ", 310 ,33.8%,41.1%,52.6%,4.6%,100.0%," 102,546 "," 179,272 "," 182,223 ", 530 ," 3,080 ", 150 ," 1,390 "," 3,810 ",36.5%,60.4%,18.9%,86.0%,48.4%,55.9%," 253,375 "," 439,734 "," 445,731 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01770," 2,100 ", 670 , 900 ," 1,080 ", 80 ,31.9%,42.9%,51.4%,3.8%,100.0%," 101,236 "," 240,178 "," 243,350 ", 170 , 960 , 40 , 400 ," 1,190 ",33.6%,59.7%,18.9%,88.9%,50.0%,56.7%," 248,179 "," 623,170 "," 629,460 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02030," 2,840 ", 870 ," 1,170 "," 1,530 ", 100 ,30.6%,41.2%,53.9%,3.5%,100.0%," 122,333 "," 264,055 "," 267,533 ", 220 ," 1,370 ", 40 , 610 ," 1,660 ",36.7%,70.1%,18.8%,89.5%,40.0%,58.5%," 307,275 "," 696,496 "," 705,242 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,33408," 10,400 "," 5,060 "," 5,800 "," 3,700 ", 590 ,48.7%,55.8%,35.6%,5.7%,100.0%," 102,252 "," 327,828 "," 330,663 "," 1,080 "," 2,470 ", 140 ," 2,180 "," 3,780 ",57.7%,43.1%,18.6%,66.8%,23.7%,36.3%," 253,179 "," 885,065 "," 891,720 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02144," 13,860 "," 1,980 "," 10,570 "," 2,610 ", 410 ,14.3%,76.3%,18.8%,3.0%,100.0%," 98,892 "," 127,725 "," 129,025 "," 1,950 "," 1,890 ", 70 , 600 ," 3,990 ",15.0%,30.3%,18.4%,72.4%,17.1%,28.8%," 211,727 "," 283,633 "," 286,380 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20171," 25,220 "," 4,550 "," 11,730 "," 11,300 "," 1,580 ",18.0%,46.5%,44.8%,6.3%,100.0%," 92,730 "," 118,606 "," 119,899 "," 2,160 "," 8,930 ", 450 ," 2,570 "," 11,750 ",21.9%,56.5%,18.4%,79.0%,28.5%,46.6%," 193,796 "," 256,985 "," 259,627 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20148," 26,210 "," 3,100 "," 9,100 "," 14,560 "," 1,880 ",11.8%,34.7%,55.6%,7.2%,100.0%," 98,005 "," 117,713 "," 118,971 "," 1,670 "," 12,310 ", 740 ," 1,480 "," 14,960 ",9.9%,47.7%,18.4%,84.5%,39.4%,57.1%," 208,588 "," 255,009 "," 257,341 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01451," 2,640 ", 950 ," 1,090 "," 1,410 ", 100 ,36.0%,41.3%,53.4%,3.8%,100.0%," 87,796 "," 137,035 "," 139,496 ", 200 ," 1,180 ", 50 , 580 ," 1,450 ",40.0%,61.1%,18.3%,83.7%,50.0%,54.9%," 205,174 "," 313,217 "," 318,451 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02464," 1,620 ", 440 , 820 , 640 , 110 ,27.2%,50.6%,39.5%,6.8%,100.0%," 92,657 "," 129,764 "," 131,501 ", 150 , 450 , 40 , 160 , 660 ,24.2%,36.4%,18.3%,70.3%,36.4%,40.7%," 208,775 "," 292,112 "," 295,653 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02458," 6,430 "," 1,700 "," 3,400 "," 2,460 ", 420 ,26.4%,52.9%,38.3%,6.5%,100.0%," 111,247 "," 211,165 "," 214,062 ", 620 ," 1,880 ", 140 , 830 ," 2,670 ",31.1%,48.8%,18.2%,76.4%,33.3%,41.5%," 261,313 "," 535,178 "," 542,072 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,33418," 22,700 "," 9,560 "," 11,080 "," 9,250 "," 1,720 ",42.1%,48.8%,40.7%,7.6%,100.0%," 78,091 "," 210,457 "," 213,067 "," 2,020 "," 6,370 ", 350 ," 4,880 "," 8,930 ",54.6%,51.0%,18.2%,68.9%,20.3%,39.3%," 172,320 "," 532,646 "," 538,550 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02115," 6,980 "," 1,120 "," 5,290 "," 1,080 ", 460 ,16.0%,75.8%,15.5%,6.6%,100.0%," 129,977 "," 235,981 "," 238,635 ", 960 , 620 , 30 , 360 ," 1,650 ",21.8%,32.1%,18.1%,57.4%,6.5%,23.6%," 307,705 "," 609,397 "," 616,337 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02478," 12,720 "," 3,640 "," 5,900 "," 5,790 ", 710 ,28.6%,46.4%,45.5%,5.6%,100.0%," 102,254 "," 177,672 "," 179,986 "," 1,070 "," 4,650 ", 270 ," 1,880 "," 6,080 ",30.9%,51.6%,18.1%,80.3%,38.0%,47.8%," 238,985 "," 434,962 "," 440,126 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20688," 1,520 ", 810 , 720 , 680 , 100 ,53.3%,47.4%,44.7%,6.6%,100.0%," 55,455 "," 116,450 "," 117,264 ", 130 , 470 , 30 , 350 , 630 ,55.6%,43.2%,18.1%,69.1%,30.0%,41.4%," 123,656 "," 251,101 "," 252,678 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22043," 12,060 "," 2,730 "," 6,070 "," 4,770 ", 870 ,22.6%,50.3%,39.6%,7.2%,100.0%," 92,874 "," 148,756 "," 150,594 "," 1,090 "," 3,400 ", 230 ," 1,160 "," 4,820 ",24.1%,42.5%,18.0%,71.3%,26.4%,40.0%," 202,474 "," 347,917 "," 352,079 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02445," 9,760 "," 2,470 "," 5,500 "," 3,500 ", 520 ,25.3%,56.4%,35.9%,5.3%,100.0%," 116,728 "," 234,337 "," 237,199 ", 980 ," 2,880 ", 200 ," 1,340 "," 4,140 ",32.4%,54.3%,17.8%,82.3%,38.5%,42.4%," 276,044 "," 604,341 "," 611,270 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75214," 16,730 "," 3,770 "," 8,980 "," 6,290 "," 1,180 ",22.5%,53.7%,37.6%,7.1%,100.0%," 99,641 "," 158,154 "," 160,657 "," 1,600 "," 4,970 ", 250 ," 1,580 "," 6,920 ",22.8%,41.9%,17.8%,79.0%,21.2%,41.4%," 225,607 "," 376,148 "," 381,926 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02460," 4,930 "," 1,520 "," 2,540 "," 1,920 ", 340 ,30.8%,51.5%,38.9%,6.9%,100.0%," 96,910 "," 160,744 "," 162,896 ", 450 ," 1,530 ", 100 , 760 ," 2,120 ",35.8%,50.0%,17.7%,79.7%,29.4%,43.0%," 222,989 "," 383,590 "," 388,273 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22033," 19,890 "," 4,010 "," 10,330 "," 7,580 "," 1,420 ",20.2%,51.9%,38.1%,7.1%,100.0%," 88,001 "," 119,972 "," 121,348 "," 1,830 "," 5,310 ", 400 ," 1,760 "," 7,690 ",22.9%,43.9%,17.7%,70.1%,28.2%,38.7%," 183,327 "," 261,081 "," 263,928 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22031," 17,800 "," 3,590 "," 9,790 "," 6,210 "," 1,240 ",20.2%,55.0%,34.9%,7.0%,100.0%," 87,986 "," 121,128 "," 122,502 "," 1,730 "," 4,150 ", 280 ," 1,610 "," 6,310 ",25.5%,44.8%,17.7%,66.8%,22.6%,35.4%," 183,833 "," 265,056 "," 267,948 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20105," 14,380 "," 1,900 "," 4,530 "," 8,480 "," 1,000 ",13.2%,31.5%,59.0%,7.0%,100.0%," 96,055 "," 115,284 "," 116,367 ", 800 ," 7,000 ", 390 , 810 ," 8,320 ",9.7%,42.6%,17.7%,82.5%,39.0%,57.9%," 205,542 "," 247,318 "," 249,199 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22060," 3,120 ", 450 , 850 ," 1,890 ", 250 ,14.4%,27.2%,60.6%,8.0%,100.0%," 73,402 "," 105,833 "," 106,630 ", 150 , 680 , 40 , 260 , 900 ,28.9%,57.8%,17.6%,36.0%,16.0%,28.8%," 131,295 "," 217,478 "," 219,024 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01944," 2,780 "," 1,110 "," 1,360 "," 1,220 ", 140 ,39.9%,48.9%,43.9%,5.0%,100.0%," 99,665 "," 195,825 "," 199,479 ", 240 , 970 , 60 , 560 ," 1,300 ",43.1%,50.5%,17.6%,79.5%,42.9%,46.8%," 248,225 "," 490,478 "," 499,285 "
